1,Language_ID,Parameter_ID,Value,Certainty,Comment,Source,Year
2053,Onondaga,CA_case,NA,NA,,onodaga1970,1970
2054,Onondaga,CA_head,NA,NA,,onondaga1888,1888
2055,Onondaga,CA_head,NA,NA,,onodaga1970,1970
2056,Onondaga,CA_wordorder,1,1,,onondaga1888,1888
2057,Onondaga,CA_wordorder,NA,NA,,onodaga1970,1970
2058,Onondaga,Cases,2,1,No case inflection - but vocative and ablative form – Si bien no hay flexión de caso -  se consigna una forma vocativa y una ablativa.,onondaga1888[3],1888
2059,Onondaga,Cases,2,1,causative and dative,onodaga1970,1970
2060,Onondaga,ClassGen,0,NA,,onondaga1888,1888
2061,Onondaga,ClassGen,0,NA,,onodaga1970,1970
2062,Onondaga,ClassNoun,1,1,Lexical gender – El género es léxico.,onondaga1888[3],1888
2063,Onondaga,ClassNoun,1,1,,onodaga1970[25],1970
2064,Onondaga,ClassNum,1,1,,onondaga1888[3],1888
2065,Onondaga,ClassNum,1,1,,onodaga1970[31],1970
2066,Onondaga,Consonants,16,1,Section talks about letters - not sounds – La descripción habla de letras - no de sonidos.,onondaga1888[2],1888
2067,Onondaga,Consonants,NA,NA,No reliable phonological information – La descripción no ofrece datos fonológicos procesables ni precisos.,onodaga1970,1970
2068,Onondaga,Dem,2,1,,onodaga1970[32],1970
2069,Onondaga,Dem,22,1,Unconclusive data,onondaga1888[38],1888
2070,Onondaga,DitransMarking,NA,NA,,onondaga1888,1888
2071,Onondaga,DitransMarking,NA,NA,,onodaga1970,1970
2072,Onondaga,Evid,NA,NA,,onondaga1888,1888
2073,Onondaga,Evid,NA,NA,,onodaga1970,1970
2074,Onondaga,GenN,Gen N,1,,onondaga1888[15],1888
2075,Onondaga,GenN,Gen N,1,Based on examples; Chafe 1970 states that the language has free word order – Inferencia a aprtir de los ejemplos. Chafe (1970) menciona que las lenguas iroquesas tienden a tener un orden libre.,onodaga1970,1970
2076,Onondaga,InstrCom,NA,NA,,onondaga1888,1888
2077,Onondaga,InstrCom,NA,NA,,onodaga1970,1970
2078,Onondaga,LocDir,NA,NA,,onondaga1888,1888
2079,Onondaga,LocDir,NA,NA,,onodaga1970,1970
2080,Onondaga,MorphCaus,1,1,,onodaga1970[39-40],1970
2081,Onondaga,MorphCaus,NA,NA,,onondaga1888,1888
2082,Onondaga,NP_Agr,0,NA,insufficient information – Información insuficiente,onodaga1970,1970
2083,Onondaga,NP_Agr,1,1,number and gender agreement,onondaga1888[6],1888
2084,Onondaga,NasVowels,0,1,Unclear whether nasal vowels exist – No es claro que no existan vocales nasales. La descripción no permite aseverarlo totalmente.,onondaga1888[2],1888
2085,Onondaga,NasVowels,NA,NA,,onodaga1970,1970
2086,Onondaga,NomAlign,NA,NA,,onondaga1888,1888
2087,Onondaga,NomAlign,NA,NA,,onodaga1970,1970
2088,Onondaga,Poss,NA,NA,,onondaga1888,1888
2089,Onondaga,Poss,NA,NA,,onodaga1970,1970
2090,Onondaga,Pron1P,3,1,.Inference based on examples – no clear pronominal paradigm. – Inferencia a partir de los ejemplos. No se ofrece ningún paradigma pronominal claro,onodaga1970,1970
2091,Onondaga,Pron1P,15,1,2 free forms and 12 forms part of flectional paradigm,onondaga1888[14],1888
2092,Onondaga,Pron2P,2,NA,.Inference based on examples – no clear pronominal paradigm. – Inferencia a partir de los ejemplos. No se ofrece ningún paradigma pronominal claro,onodaga1970,1970
2093,Onondaga,Pron2P,14,1,2 free forms and 12 forms part of flectional paradigm,onondaga1888[14],1888
2094,Onondaga,Pron3P,4,1,inference based on example - no explicit paradigm presented / Ella - El - Ellos dual - Ellos plural.Inferencia a partir de los ejemplos. No se ofrece ningún paradigma pronominal claro.,onodaga1970,1970
2095,Onondaga,Pron3P,28,1,6 free forms and 22 which form part of the pronominal inflection paradigm.,onondaga1888[14],1888
2096,Onondaga,PronAlign,NA,NA,,onondaga1888,1888
2097,Onondaga,PronAlign,NA,NA,,onodaga1970,1970
2098,Onondaga,Questions,0,1,lexical forms – Formas léxicas.,onondaga1888[17],1888
2099,Onondaga,Questions,NA,NA,,onodaga1970,1970
2100,Onondaga,TA_marks,4,1,Past - narrative - future  - continuative – Pasado - presente - futuro y continuativo. Posiblemente haya más marcas pero la descripción no ofrece segmentaciones legibles.,onondaga1888[13],1888
2101,Onondaga,TA_marks,7,1,Incoativo - iterativo - puntual - pasado - continuativo futuro - aorista,onodaga1970[39-40],1970
2102,Onondaga,TempLoc,1,1,,onondaga1888[38-39],1888
2103,Onondaga,TempLoc,NA,NA,,onodaga1970,1970
2104,Onondaga,Tones,0,1,Unclear whether nasal vowels exist – No es claro que no existan vocales nasales. La descripción no permite aseverarlo totalmente.,onondaga1888[2],1888
2105,Onondaga,Tones,NA,NA,,onodaga1970,1970
2106,Onondaga,VP_Agr,0,NA,insufficient information – Información insuficiente,onodaga1970,1970
2107,Onondaga,VP_Agr,1,1,number agreement,onondaga1888[18],1888
2108,Onondaga,Vowels,5,1,Only the five vowels of latin alphabet are considered,onondaga1888[2],1888
2109,Onondaga,Vowels,NA,NA,,onodaga1970,1970
2110,PacificGulfYupik,AdjN,NA,2,As the adjective does not appear as a distinct part of speech in Innuit - its place is supplied by various forms of the verb. - Adj N for this construction,yupik1901[249],1901
2111,PacificGulfYupik,AdjN,NA,2,no real adjectives - but participes built from verbs; maybe stative predicates?,yupik1990[41],1990
2112,PacificGulfYupik,BasicWO,SOV,2,“subject first - then the other NPs in the predicate - then the verb. “,yupik1990[91],1990
2113,PacificGulfYupik,BasicWO,NA,NA,No examples given - only verbs with pronominal forms – no da frases analizables como ejemplos - solo verbos con formas pronominales,yupik1901[205],1901
2114,PacificGulfYupik,CA_case,1,2,,yupik1901[9],1901
2115,PacificGulfYupik,CA_case,1,2,“The subject of the transitive VP occurs in the relative case. “,yupik1990[116],1990
2116,PacificGulfYupik,CA_head,1,2,,yupik1901[119],1901
2117,PacificGulfYupik,CA_head,1,2,,yupik1990[192],1990
2118,PacificGulfYupik,CA_wordorder,0,2,,yupik1901[119],1901
2119,PacificGulfYupik,CA_wordorder,0,2,,yupik1990,1990
2120,PacificGulfYupik,Cases,7,2,,yupik1901[68],1901
2121,PacificGulfYupik,Cases,7,2,“seven cases: absolutive - relative - locative - allative - ablative - perlative - and similaris. “,yupik1990[35],1990
2122,PacificGulfYupik,ClassGen,0,2,,yupik1901,1901
2123,PacificGulfYupik,ClassGen,0,2,,yupik1990,1990
2124,PacificGulfYupik,ClassNoun,0,2,,yupik1901[52],1901
2125,PacificGulfYupik,ClassNoun,0,2,,yupik1990,1990
2126,PacificGulfYupik,ClassNum,0,2,,yupik1901,1901
2127,PacificGulfYupik,ClassNum,0,2,,yupik1990,1990
2128,PacificGulfYupik,Consonants,18,2,,yupik1990[1],1990
2129,PacificGulfYupik,Consonants,71,1,without comment - totally unrealiable analysis,yupik1901[4],1901
2130,PacificGulfYupik,Dem,5,2,5 proximative levels,yupik1901[75],1901
2131,PacificGulfYupik,Dem,5,2,5 proximative levels - different forms for abs/erg/pl,yupik1990[62],1990
2132,PacificGulfYupik,DitransMarking,NA,NA,Not extractable from examples – imposible de sacar esa informacion con la manera de anotación de Barnum,yupik1901[205],1901
2133,PacificGulfYupik,DitransMarking,NA,NA,No information given; dative? – sin informacion sobre eso; dativo?,yupik1990,1990
2134,PacificGulfYupik,Evid,0,NA,,yupik1901,1901
2135,PacificGulfYupik,Evid,0,NA,,yupik1990,1990
2136,PacificGulfYupik,GenN,Gen N,2,“Of god his message”,yupik1901[12],1901
2137,PacificGulfYupik,GenN,Gen N,2,Possessor-Rel Possessum,yupik1990[253],1990
2138,PacificGulfYupik,InstrCom,0,1,-sum instrumental - no comitative mention/example,yupik1901[37],1901
2139,PacificGulfYupik,InstrCom,0,1,-suun instrumental - but no example of comitative,yupik1990[255],1990
2140,PacificGulfYupik,LocDir,1,2,,yupik1901[15],1901
2141,PacificGulfYupik,LocDir,1,2,,yupik1990[60],1990
2142,PacificGulfYupik,MorphCaus,1,2,,yupik1901[187],1901
2143,PacificGulfYupik,MorphCaus,1,2,“postbase” - verb compound?,yupik1990[193],1990
2144,PacificGulfYupik,NP_Agr,NA,NA,no PoS class Adjectives,yupik1901,1901
2145,PacificGulfYupik,NP_Agr,NA,NA,no PoS class adjectives,yupik1990,1990
2146,PacificGulfYupik,NasVowels,0,NA,,yupik1901,1901
2147,PacificGulfYupik,NasVowels,0,NA,,yupik1990,1990
2148,PacificGulfYupik,NomAlign,ergative-absolutive,2,,yupik1901[12],1901
2149,PacificGulfYupik,NomAlign,ergative-absolutive,2,,yupik1990[122],1990
2150,PacificGulfYupik,Poss,NA,NA,,yupik1901,1901
2151,PacificGulfYupik,Poss,NA,NA,,yupik1990,1990
2152,PacificGulfYupik,Pron1P,3,2,,yupik1901[69],1901
2153,PacificGulfYupik,Pron1P,3,2,,yupik1990[23],1990
2154,PacificGulfYupik,Pron2P,3,2,,yupik1901[69],1901
2155,PacificGulfYupik,Pron2P,3,2,,yupik1990[23],1990
2156,PacificGulfYupik,Pron3P,3,2,,yupik1901[69],1901
2157,PacificGulfYupik,Pron3P,3,2,,yupik1990[23],1990
2158,PacificGulfYupik,PronAlign,ergative-absolutive,2,some few forms have special ergative forms left - but not all of them,yupik1901[68],1901
2159,PacificGulfYupik,PronAlign,neuter,2,“With personal pronouns there is no distinction between the absolutive and relative (read: ergative) case. The oblique cases - on the other hand - are formed by adding to the pronominal stem the same forms of the case endings that are added to possessed nouns.“,yupik1990[179],1990
2160,PacificGulfYupik,Questions,morphology,2,kâ,yupik1901[199],1901
2161,PacificGulfYupik,Questions,morphology,2,enclitic -qaa,yupik1990[17],1990
2162,PacificGulfYupik,TA_marks,3,2,pres - past+fut+habitual,yupik1901[18],1901
2163,PacificGulfYupik,TA_marks,3,2,past + habitual + future,yupik1990[71-83],1990
2164,PacificGulfYupik,TempLoc,0,2,“Time when is always expressed by the localis.”,yupik1901[14],1901
2165,PacificGulfYupik,TempLoc,0,2,“refer to space or time”,yupik1990[61],1990
2166,PacificGulfYupik,Tones,0,NA,,yupik1901,1901
2167,PacificGulfYupik,Tones,0,NA,,yupik1990,1990
2168,PacificGulfYupik,VP_Agr,1,2,,yupik1901[119],1901
2169,PacificGulfYupik,VP_Agr,1,2,,yupik1990[192],1990
2170,PacificGulfYupik,Vowels,4,2,,yupik1990[2],1990
2171,PacificGulfYupik,Vowels,15,1,,yupik1901[1],1901
2172,Pawnee,AdjN,NA,NA,,pawnee1976,1976
2173,Pawnee,AdjN,NA,NA,,pawnee2011,2011
2174,Pawnee,BasicWO,no basic word order,2,,pawnee2011[43],2011
2175,Pawnee,BasicWO,NA,NA,,pawnee1976,1976
2176,Pawnee,CA_case,0,2,,pawnee1976[93],1976
2177,Pawnee,CA_case,0,2,,pawnee2011[39],2011
2178,Pawnee,CA_head,1,2,,pawnee1976[164],1976
2179,Pawnee,CA_head,1,2,,pawnee2011[8],2011
2180,Pawnee,CA_wordorder,0,2,,pawnee2011[43],2011
2181,Pawnee,CA_wordorder,NA,NA,,pawnee1976,1976
2182,Pawnee,Cases,0,2,,pawnee2011[39],2011
2183,Pawnee,Cases,2,2,,pawnee1976[93],1976
2184,Pawnee,ClassGen,0,NA,,pawnee1976,1976
2185,Pawnee,ClassGen,0,NA,,pawnee2011,2011
2186,Pawnee,ClassNoun,1,2,,pawnee1976[96],1976
2187,Pawnee,ClassNoun,1,2,,pawnee2011[41-42],2011
2188,Pawnee,ClassNum,0,NA,,pawnee1976,1976
2189,Pawnee,ClassNum,0,NA,,pawnee2011,2011
2190,Pawnee,Consonants,8,2,,pawnee1976[14],1976
2191,Pawnee,Consonants,9,2,Menciones explicitly that in contrast to G1 - the glottal stop is considered a phoneme – Menciona que se considera la glotal a diferencia de la G1,pawnee2011[4],2011
2192,Pawnee,Dem,7,2,,pawnee1976[254-260],1976
2193,Pawnee,Dem,NA,NA,,pawnee2011,2011
2194,Pawnee,DitransMarking,NA,NA,,pawnee1976,1976
2195,Pawnee,DitransMarking,NA,NA,,pawnee2011,2011
2196,Pawnee,Evid,1,2,,pawnee2011[61],2011
2197,Pawnee,Evid,5,2,,pawnee1976[232],1976
2198,Pawnee,GenN,NA,NA,,pawnee1976,1976
2199,Pawnee,GenN,NA,NA,,pawnee2011,2011
2200,Pawnee,InstrCom,0,2,,pawnee1976[93],1976
2201,Pawnee,InstrCom,NA,NA,,pawnee2011,2011
2202,Pawnee,LocDir,0,2,,pawnee1976[93],1976
2203,Pawnee,LocDir,0,2,,pawnee2011[40],2011
2204,Pawnee,MorphCaus,1,2,,pawnee1976[275],1976
2205,Pawnee,MorphCaus,1,2,,pawnee2011[8],2011
2206,Pawnee,NP_Agr,NA,NA,,pawnee1976,1976
2207,Pawnee,NP_Agr,NA,NA,,pawnee2011,2011
2208,Pawnee,NasVowels,0,2,,pawnee1976[16-17],1976
2209,Pawnee,NasVowels,0,2,,pawnee2011[4],2011
2210,Pawnee,NomAlign,NA,NA,,pawnee1976,1976
2211,Pawnee,NomAlign,NA,NA,,pawnee2011,2011
2212,Pawnee,Poss,1,2,,pawnee1976[93],1976
2213,Pawnee,Poss,NA,NA,,pawnee2011,2011
2214,Pawnee,Pron1P,NA,NA,,pawnee1976,1976
2215,Pawnee,Pron1P,NA,NA,,pawnee2011,2011
2216,Pawnee,Pron2P,NA,NA,,pawnee1976,1976
2217,Pawnee,Pron2P,NA,NA,,pawnee2011,2011
2218,Pawnee,Pron3P,NA,NA,,pawnee1976,1976
2219,Pawnee,Pron3P,NA,NA,,pawnee2011,2011
2220,Pawnee,PronAlign,NA,NA,,pawnee1976,1976
2221,Pawnee,PronAlign,NA,NA,,pawnee2011,2011
2222,Pawnee,Questions,0,2,Lexical,pawnee1976[243],1976
2223,Pawnee,Questions,1,2,,pawnee2011[113],2011
2224,Pawnee,TA_marks,9,2,,"pawnee1976[188,224]",1976
2225,Pawnee,TA_marks,NA,NA,,pawnee2011,2011
2226,Pawnee,TempLoc,0,2,,pawnee2011[40],2011
2227,Pawnee,TempLoc,NA,NA,,pawnee1976,1976
2228,Pawnee,Tones,0,1,not discussed,pawnee1976,1976
2229,Pawnee,Tones,0,1,not discussed,pawnee2011,2011
2230,Pawnee,VP_Agr,1,2,,pawnee1976[144],1976
2231,Pawnee,VP_Agr,1,2,,pawnee2011[12],2011
2232,Pawnee,Vowels,4,2,Short/long is not phonological – Menciona que la distinción larga/corta no es fonológica,pawnee2011[4],2011
2233,Pawnee,Vowels,8,2,Grammar mentions phonologcial distinction between long/short – La gramática menciona que la distinción larga/corta es fonológica,pawnee1976[16-17],1976
2234,Rembarrnga,AdjN,both,1,,rembarrnga1975[68-69],1975
2235,Rembarrnga,AdjN,both,1,,rembarrnga2000[190-191],2000
2236,Rembarrnga,BasicWO,SOV,2,,rembarrnga1975[256],1975
2237,Rembarrnga,BasicWO,no basic word order,2,Pragmatics decides on constituent order – La pragmática motiva el orden de constituyentes,rembarrnga2000[155],2000
2238,Rembarrnga,CA_case,0,2,,rembarrnga2000[191],2000
2239,Rembarrnga,CA_case,1,2,,rembarrnga1975[78],1975
2240,Rembarrnga,CA_head,1,1,,rembarrnga1975[141-145],1975
2241,Rembarrnga,CA_head,1,2,,rembarrnga2000[208],2000
2242,Rembarrnga,CA_wordorder,0,2,Pragmatics decides on constituent order –La pragmática motiva el orden de constituyentes,rembarrnga2000[155],2000
2243,Rembarrnga,CA_wordorder,1,2,,rembarrnga1975[256],1975
2244,Rembarrnga,Cases,2,2,,rembarrnga2000[191],2000
2245,Rembarrnga,Cases,15,2,,rembarrnga1975[78-89],1975
2246,Rembarrnga,ClassGen,0,NA,,rembarrnga1975,1975
2247,Rembarrnga,ClassGen,0,NA,,rembarrnga2000,2000
2248,Rembarrnga,ClassNoun,1,2,,Rembarrnga1975[73-77],1975
2249,Rembarrnga,ClassNoun,1,2,,rembarrnga2000[192],2000
2250,Rembarrnga,ClassNum,0,NA,,rembarrnga1975,1975
2251,Rembarrnga,ClassNum,0,NA,,rembarrnga2000,2000
2252,Rembarrnga,Consonants,16,2,,rembarrnga1975[13],1975
2253,Rembarrnga,Consonants,16,2,,rembarrnga2000[170],2000
2254,Rembarrnga,Dem,15,2,,rembarrnga2000[217],2000
2255,Rembarrnga,Dem,23,2,,"rembarrnga1975[119,122]",1975
2256,Rembarrnga,DitransMarking,0,2,,rembarrnga2000[208],2000
2257,Rembarrnga,DitransMarking,NA,NA,,rembarrnga1975,1975
2258,Rembarrnga,Evid,NA,NA,,rembarrnga1975,1975
2259,Rembarrnga,Evid,NA,NA,,rembarrnga2000,2000
2260,Rembarrnga,GenN,NA,NA,,rembarrnga1975,1975
2261,Rembarrnga,GenN,NA,NA,,rembarrnga2000,2000
2262,Rembarrnga,InstrCom,1,2,,"rembarrnga1975[78,85]",1975
2263,Rembarrnga,InstrCom,NA,NA,,rembarrnga2000,2000
2264,Rembarrnga,LocDir,0,2,Only form for locative / Solo hay marca de locativo,rembarrnga2000[202],2000
2265,Rembarrnga,LocDir,NA,NA,,rembarrnga1975,1975
2266,Rembarrnga,MorphCaus,1,2,,rembarrnga1975[129],1975
2267,Rembarrnga,MorphCaus,NA,NA,,rembarrnga2000,2000
2268,Rembarrnga,NP_Agr,NA,2,Adjectives are not different from nouns – No considera los adjetivos como una clase separada de los nombres.,rembarrnga1975[72],1975
2269,Rembarrnga,NP_Agr,NA,2,Adjectives are not different from nouns – No considera los adjetivos como una clase separada de los nombres.,rembarrnga2000[190-191],2000
2270,Rembarrnga,NasVowels,0,2,,rembarrnga1975[24],1975
2271,Rembarrnga,NasVowels,0,2,,rembarrnga2000[170],2000
2272,Rembarrnga,NomAlign,ergative-absolutive,2,Description and examples do not concur – Mencionan caso nom y erg pero agrupa S y O en contraste con A,rembarrnga1975[78],1975
2273,Rembarrnga,NomAlign,neuter,2,,rembarrnga2000[191],2000
2274,Rembarrnga,Poss,1,2,,rembarrnga1975[289],1975
2275,Rembarrnga,Poss,1,2,,rembarrnga2000[155],2000
2276,Rembarrnga,Pron1P,6,1,,rembarrnga1975[100],1975
2277,Rembarrnga,Pron1P,8,2,,rembarrnga2000[203],2000
2278,Rembarrnga,Pron2P,3,1,,rembarrnga1975[100],1975
2279,Rembarrnga,Pron2P,4,2,,rembarrnga2000[203],2000
2280,Rembarrnga,Pron3P,4,1,,rembarrnga1975[100],1975
2281,Rembarrnga,Pron3P,5,2,,rembarrnga2000[203],2000
2282,Rembarrnga,PronAlign,neuter,2,,rembarrnga2000[191],2000
2283,Rembarrnga,PronAlign,NA,2,,rembarrnga1975[100],1975
2284,Rembarrnga,Questions,0,2,,rembarrnga1975[114],1975
2285,Rembarrnga,Questions,0,2,via lexicon,rembarrnga2000[213],2000
2286,Rembarrnga,TA_marks,3,1,,rembarrnga2000[222-225],2000
2287,Rembarrnga,TA_marks,5,2,,rembarrnga1975[130],1975
2288,Rembarrnga,TempLoc,0,1,,rembarrnga2000[202],2000
2289,Rembarrnga,TempLoc,NA,NA,,rembarrnga1975,1975
2290,Rembarrnga,Tones,0,1,not discussed,rembarrnga1975,1975
2291,Rembarrnga,Tones,0,1,not discussed,rembarrnga2000,2000
2292,Rembarrnga,VP_Agr,1,2,,rembarrnga1975[126],1975
2293,Rembarrnga,VP_Agr,1,2,,rembarrnga2000[155],2000
2294,Rembarrnga,Vowels,5,2,,rembarrnga2000[170],2000
2295,Rembarrnga,Vowels,6,2,,rembarrnga1975[24],1975
2296,Saaroa,AdjN,NA,NA,,saaroa1975,1975
2297,Saaroa,AdjN,NA,2,No adjectives – Los adjetivos no son reconocidos como una clase de palabra independiente,saaroa2012[V],2012
2298,Saaroa,BasicWO,VSO,2,,saaroa2012[219],2012
2299,Saaroa,BasicWO,NA,NA,,saaroa1975,1975
2300,Saaroa,CA_case,0,2,,saaroa2012[247-248],2012
2301,Saaroa,CA_case,1,1,,saaroa1975[67],1975
2302,Saaroa,CA_head,0,1,,saaroa2012[247-258],2012
2303,Saaroa,CA_head,1,1,actor+goal on the verb,saaroa1975[69],1975
2304,Saaroa,CA_wordorder,1,2,,saaroa2012[219],2012
2305,Saaroa,CA_wordorder,NA,NA,,saaroa1975,1975
2306,Saaroa,Cases,3,1,,saaroa1975[67],1975
2307,Saaroa,Cases,3,2,,saaroa2012[248],2012
2308,Saaroa,ClassGen,0,NA,,saaroa1975,1975
2309,Saaroa,ClassGen,0,NA,,saaroa2012,2012
2310,Saaroa,ClassNoun,0,NA,,saaroa1975,1975
2311,Saaroa,ClassNoun,1,2,,"saaroa2012[179,57]",2012
2312,Saaroa,ClassNum,0,NA,,saaroa1975,1975
2313,Saaroa,ClassNum,0,NA,,saaroa2012,2012
2314,Saaroa,Consonants,13,2,,saaroa1975[59],1975
2315,Saaroa,Consonants,13,2,,saaroa2012[21],2012
2316,Saaroa,Dem,2,2,,saaroa2012[107],2012
2317,Saaroa,Dem,NA,NA,,saaroa1975,1975
2318,Saaroa,DitransMarking,NA,NA,,saaroa1975,1975
2319,Saaroa,DitransMarking,NA,NA,,saaroa2012,2012
2320,Saaroa,Evid,1,2,,saaroa2012[201],2012
2321,Saaroa,Evid,NA,NA,,saaroa1975,1975
2322,Saaroa,GenN,NA,NA,,saaroa1975,1975
2323,Saaroa,GenN,NA,NA,,saaroa2012,2012
2324,Saaroa,InstrCom,0,2,Through same particle,saaroa2012,2012
2325,Saaroa,InstrCom,NA,NA,,saaroa1975,1975
2326,Saaroa,LocDir,NA,NA,,saaroa1975,1975
2327,Saaroa,LocDir,NA,NA,,saaroa2012,2012
2328,Saaroa,MorphCaus,3,2,,saaroa2012[308],2012
2329,Saaroa,MorphCaus,NA,NA,,saaroa1975,1975
2330,Saaroa,NP_Agr,0,1,Example 3.74: No agreement,saaroa2012[85],2012
2331,Saaroa,NP_Agr,NA,NA,,saaroa1975,1975
2332,Saaroa,NasVowels,0,2,,saaroa1975[50],1975
2333,Saaroa,NasVowels,0,2,,saaroa2012[28-29],2012
2334,Saaroa,NomAlign,neuter,2,,saaroa2012[247-248],2012
2335,Saaroa,NomAlign,nominative-accusative,NA,,saaroa1975,1975
2336,Saaroa,Poss,0,2,,saaroa2012[61],2012
2337,Saaroa,Poss,NA,NA,,saaroa1975,1975
2338,Saaroa,Pron1P,3,2,,saaroa1975[68],1975
2339,Saaroa,Pron1P,3,2,,saaroa2012[258],2012
2340,Saaroa,Pron2P,2,2,,saaroa1975[68],1975
2341,Saaroa,Pron2P,2,2,,saaroa2012[258],2012
2342,Saaroa,Pron3P,1,2,,saaroa1975[68],1975
2343,Saaroa,Pron3P,5,2,,saaroa2012[258],2012
2344,Saaroa,PronAlign,neuter,2,,saaroa2012[262],2012
2345,Saaroa,PronAlign,NA,NA,,saaroa1975,1975
2346,Saaroa,Questions,1,2,Polar questions through morphogolocail and phonological markers – Las polares son mediante marca morfológica y prosodia,saaroa2012[107],2012
2347,Saaroa,Questions,NA,NA,,saaroa1975,1975
2348,Saaroa,TA_marks,6,1,,saaroa1975[69],1975
2349,Saaroa,TA_marks,7,2,,saaroa2012[193],2012
2350,Saaroa,TempLoc,NA,NA,,saaroa1975,1975
2351,Saaroa,TempLoc,NA,NA,,saaroa2012,2012
2352,Saaroa,Tones,0,1,not discussed,saaroa1975,1975
2353,Saaroa,Tones,0,2,,saaroa2012[21],2012
2354,Saaroa,VP_Agr,0,2,,saaroa1975[69],1975
2355,Saaroa,VP_Agr,1,2,,saaroa2012[79],2012
2356,Saaroa,Vowels,4,2,,saaroa1975[59],1975
2357,Saaroa,Vowels,4,2,,saaroa2012[28-29],2012
2358,Seneca,AdjN,Adj N,2,,seneca2015[147],2015
2359,Seneca,AdjN,N Adj,NA,based on examples,seneca1954,1954
2360,Seneca,BasicWO,no basic word order,2,,seneca1954[56],1954
2361,Seneca,BasicWO,no basic word order,2,,seneca2015[147],2015
2362,Seneca,CA_case,0,NA,,seneca2015,2015
